id_pembuat,id_status,nama_pembuat,teks_status,gambar_status,url_komentar,waktu_status,id_komentar,id_user_komen,komentar,waktu_komen,label
23383061178,23383061178_10152076252911179,Bang Nafie,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076253441179,794948677210695,Oke pak boss!!,2014-06-05 03:55:15,positif
23383061178,23383061178_10152076252911179,Sumy Kakasyi Suhaimy,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076253906179,355122887988412,Jangan dusta,2014-06-05 03:55:29,negatif
23383061178,23383061178_10152076252911179,Roberto Red,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076253996179,297825977080553,PROBOWO is the WINNER of PEMILU 2014,2014-06-05 03:55:32,positif
23383061178,23383061178_10152076252911179,Sugiarman Arman,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076254066179,298708870333739,ilmu padi,2014-06-05 03:55:35,netral
23383061178,23383061178_10152076252911179,Rio Corps Taruna,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076254216179,1523715244533780,Hidup Pak Prabowo ..,2014-06-05 03:55:42,positif
23383061178,23383061178_10152076252911179,Permas Arum Sari,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076254266179,4726312731722,Ganteng bgt Pak :),2014-06-05 03:55:43,positif
23383061178,23383061178_10152076252911179,Taufik,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076254326179,1513551502217980,"enak, di lhat tapa beban",2014-06-05 03:55:46,netral
23383061178,23383061178_10152076252911179,Anca Ardian,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076254356179,724931607578262,ayo pak rujuk lagi sama bu titiek..hehhehe,2014-06-05 03:55:48,positif
23383061178,23383061178_10152076252911179,Rizaldi Piliang,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076254896179,884729018206169,"Prabowo insya Allah jadi presiden 2014 :), yang like berarti setuju. hehe",2014-06-05 03:56:07,positif
23383061178,23383061178_10152076252911179,Ichy Da ?ona Pugha,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076255296179,545666645566109,HIDUP JOKOWI.,2014-06-05 03:56:19,negatif
23383061178,23383061178_10152076252911179,Andref Setiadi,"Saya banyak belajar prinsip-prinsip kehidupan dari ayah saya, Prof. Sumitro Djojohadikusumo. Beliau pernah berkata:

Prabowo, “Smile in the face of adversity. Be contemptuous of danger. Undaunted in defeat. Magnanimous in victory.”

""Tersenyumlah dalam menghadapi kemalangan. Beranilah menantang bahaya. Tegarlah dalam kekalahan. Selalu rendah hati akan kemenangan.""",https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCngyFIeiYXRmnz&url=https%3A%2F%2Fscontent-a.xx.fbcdn.net%2Fhphotos-xpa1%2Fv%2Ft1.0-9%2Fp130x130%2F10409212_10152076252516179_2069619468475747210_n.,https://www.facebook.com/23383061178/posts/10152076252911179,2014-06-05 03:54:47,10152076252516179_10152076255396179,311758225678127,Semoga Pak Prabowo Jadi Presiden.. RI1  Aamiin,2014-06-05 03:56:24,positif
